Event ID,Event,Year,Event Dates,Overall Fleet Group,Racing Circle,Rating Division,Overall Fleet Rank,Overall Fleet Size,Overall Fleet Finishers,Class / Division,Class Rank,Result Status,Corrected Time,Elapsed Time,Finish Time,Boat Key,Boat Name,Sail Number,Boat Type,Length,Owner / Skipper,Yacht Club,Home Port,Rating System,Rating Metric,Published Rating,Latest Rating,Latest Rating Year,Events Attended,Participation Rows,MMSI,MMSI Status,MMSI Confidence,MMSI Source,MMSI Rationale,YachtScoring Result Detail,YachtScoring Scratch Sheet,YachtScoring Boat Detail,Data Notes,Best Available MMSI,AIS MMSI,AIS Name,AIS Class,AIS Ship Type,AIS Reported Length,AIS Reported Beam,AIS Reported Draft,AIS Callsign,AIS First Seen UTC,AIS Last Seen UTC,AIS Observation Count,AIS Match Confidence,AIS Match Basis,AIS Source
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,5.0,9,6,PHRF - Non-Spinnaker Division 1 - Warning Signal 13:00,1.0,FINISHED,2:03:52:00,2:14:02:39,07/28/2024 @ 03:07:39 (GMT-05:00),maggie,Maggie,330,Catalina 320,32.5 Ft,Artur Piotrowski,"City Island Yacht Club Bronx, NY","New Britain, CT, USA",PHRF,ToD / ToT,177.0,180.0,2025,2024 Around Long Island Regatta; 2025 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50029/509858,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,,9,6,PHRF - Non-Spinnaker Division 1 - Warning Signal 13:00,2.0,RET,,1:04:52:48,07/26/2024 @ 17:57:48 (GMT-05:00),orzeliii,Orzel III,7,Cape Marine Coast 34,34,Peter Gutowski,Liberty Landing (??),"Montclair, NJ, USA",PHRF,ToD / ToT,222.0,222.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/304356,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,,9,6,PHRF - Non-Spinnaker Division 1 - Warning Signal 13:00,3.0,RET,,2:01:48:04,07/27/2024 @ 14:53:04 (GMT-05:00),markus,Markus,103,Contest 30,29.58,Artur Jasinski,Polish Sailing Club of NY,"Brooklyn, NY, USA",PHRF,ToD / ToT,222.0,222.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/305189,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,,9,6,PHRF - Non-Spinnaker Division 1 - Warning Signal 13:00,4.0,RET,,2:23:36:18,07/28/2024 @ 12:41:18 (GMT-05:00),java,Java,279,Jeanneau 36.2 SO,36 Ft,Marc Grill,Port Washington Yacht Club,"PRT WASHINGTN, NY, USA",PHRF,ToD / ToT,180.0,183.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50645/522716,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,1.0,9,6,PHRF - Non-Spinnaker Division 2 - Warning Signal 13:00,1.0,FINISHED,1:13:26:49,1:20:00:07,07/27/2024 @ 09:05:07 (GMT-05:00),shootingstar,Shooting Star,USA 20802,Peterson 34,33.9 Ft,David Kingsbury,Housatonic Boat Club,"Orange, CT, USA",PHRF,ToD / ToT,114.0,114.0,2026,2024 Around Long Island Regatta; 2024 Vineyard Race; 2025 Around Long Island Regatta; 2025 Vineyard Race; 2026 Around Long Island Regatta; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/529463,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",366732660,366732660,SHOOTING STAR,Not provided in export,Sailing,10.0,4.0,,Not provided in export,2026-09-04T13:01:52.597Z,2026-09-05T05:19:31.061Z,1757.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,2.0,9,6,PHRF - Non-Spinnaker Division 2 - Warning Signal 13:00,2.0,FINISHED,1:13:37:23,1:21:43:50,07/27/2024 @ 10:48:50 (GMT-05:00),dolcezza,Dolcezza,53,Hunter Legend 37.5,37 Ft,Neill Parker Jr,Manhasset Bay YC,"Port Washington, NY, USA",PHRF,ToD / ToT,141.0,150.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50645/522910,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,3.0,9,6,PHRF - Non-Spinnaker Division 2 - Warning Signal 13:00,3.0,FINISHED,1:14:42:16,1:22:38:22,07/27/2024 @ 11:43:22 (GMT-05:00),firstrate,First Rate,USA 40819,Tartan 34-2,34.42 Ft,Marek Antkowiak,CIYC/Polish Sailing Club of NY,"LAKE HOPATCONG, NJ, USA",PHRF,ToD / ToT,138.0,141.0,2026,2024 Around Long Island Regatta; 2026 Around Long Island Regatta; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/529766,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338442426,338442426,FIRST RATE,Not provided in export,Sailing,10.0,3.0,,Not provided in export,2026-09-04T12:50:09.735Z,2026-09-05T07:22:57.972Z,1939.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,4.0,9,6,PHRF - Non-Spinnaker Division 2 - Warning Signal 13:00,4.0,FINISHED,1:16:38:44,1:23:22:23,07/27/2024 @ 12:27:23 (GMT-05:00),inessaii,Inessa II,USA 11379,Jeanneau,44 Ft,Nikolas Grubecki,CIYC,"Highland Falls, NY, USA",PHRF,ToD / ToT,117.0,117.0,2025,2024 Around Long Island Regatta; 2025 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50029/511616,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",1\. Around Long Island - Non Spinnaker Racing | PHRF Division,1\. Around Long Island - Non Spinnaker Racing,PHRF Division,6.0,9,6,PHRF - Non-Spinnaker Division 2 - Warning Signal 13:00,5.0,FINISHED,2:08:36:49,2:16:22:34,07/28/2024 @ 05:27:34 (GMT-05:00),piragua,Piragua,086,Beneteau Oceanis 41.1,40.9,Richard LaFontaine,MCYC,"New York, NY, USA",PHRF,ToD / ToT,135.0,135.0,2025,2024 Around Long Island Regatta; 2025 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50029/508268,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338333468,338333468,PIRAGUA,Not provided in export,Sailing,13.0,4.0,,Not provided in export,2026-09-04T00:05:09.783Z,2026-09-07T14:31:38.831Z,276.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,12.0,34,27,PHRF - Spinnaker Division 3 - Warning Signal 13:10,1.0,FINISHED,1:13:37:24,1:22:25:15,07/27/2024 @ 11:40:15 (GMT-05:00),actaea,ACTAEA,USA 3815,Bermuda 40,40.75 Ft,Michael M Cone,"EYC, CCA, NYYC","Philadelphia, PA, USA",PHRF,ToD / ToT,153.0,153.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50645/523379,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,15.0,34,27,PHRF - Spinnaker Division 3 - Warning Signal 13:10,2.0,FINISHED,1:15:05:15,2:01:15:54,07/27/2024 @ 14:30:54 (GMT-05:00),spectra,Spectra,USA 2979,Hinckley H-38,37.6,Jonathan and Carlo Zaskorski,Manhasset Bay Yacht Club,"Port Washington, NY, USA",PHRF,ToD / ToT,177.0,177.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/301581,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,25.0,34,27,PHRF - Spinnaker Division 3 - Warning Signal 13:10,3.0,FINISHED,2:01:50:58,2:11:40:55,07/28/2024 @ 00:55:55 (GMT-05:00),kate,Kate,111,Sabre 34-1,34,Marc DeSouter,Liberty Yacht Club,"Wayne, NJ, USA",PHRF,ToD / ToT,171.0,171.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/301270,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,26.0,34,27,PHRF - Spinnaker Division 3 - Warning Signal 13:10,4.0,FINISHED,2:07:00:50,2:16:09:23,07/28/2024 @ 05:24:23 (GMT-05:00),nomad,Nomad,USA 52968,Hunter 41DS,40.4 Ft,Shane Haas,Poughkeepsie Yacht Club,"West Shokan, NY, USA",PHRF,ToD / ToT,159.0,174.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50645/526572,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338537227,338537227,NOMAD,Not provided in export,Pleasure,14.0,5.0,,Not provided in export,2026-09-05T02:19:13.657Z,2026-09-06T07:53:15.801Z,736.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,27.0,34,27,PHRF - Spinnaker Division 3 - Warning Signal 13:10,5.0,FINISHED,2:10:03:09,2:21:05:33,07/28/2024 @ 10:20:33 (GMT-05:00),polaris,Polaris,71,Concordia 41,41’,Leif Arntzen,Glen Cove Yacht Club,"New York, NY, USA",PHRF,ToD / ToT,192.0,192.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/304588,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",232044604,232044604,POLARIS,Not provided in export,Pleasure,20.0,5.0,,Not provided in export,2026-09-05T00:45:56.295Z,2026-09-06T06:43:18.306Z,372.0,Low,"Exact normalized name match, but AIS reported length or type conflicts with the race entry.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,10.0,34,27,PHRF - Spinnaker Division 4 - Warning Signal 13:20,1.0,FINISHED,1:13:14:46,1:19:48:04,07/27/2024 @ 09:13:04 (GMT-05:00),duet,DUET,USA 51950,J/120,40 Ft,Andy Lubimov,Huguenot YC,"Scarsdale, NY, USA",PHRF,ToD / ToT,114.0,45.0,2026,2024 Around Long Island Regatta; 2024 Storm Trysail Club Block Island Race; 2024 Vineyard Race; 2025 Around Long Island Regatta; 2025 Vineyard Race; 2026 Around Long Island Regatta; 2026 Storm Trysail Club Block Island Race; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/529469,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338479036; 338479179,338479036; 338479179,DUET,Not provided in export,Sailing,12.0,2.0,,Not provided in export,2026-09-04T13:01:47.168Z,2026-09-06T15:56:24.176Z,2302.0,Low,"Exact normalized name matched multiple AIS MMSIs; verify using dimensions, owner, or callsign.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,19.0,34,27,PHRF - Spinnaker Division 4 - Warning Signal 13:20,2.0,FINISHED,1:16:42:18,2:00:28:03,07/27/2024 @ 13:53:03 (GMT-05:00),marie,MARIE,USA 42832,Tartan 372,37 Ft,Paul Eliea,Ketewomoke YC - Lloyd Harbor YC,"South Huntington, NY, USA",PHRF,ToD / ToT,135.0,135.0,2026,2024 Around Long Island Regatta; 2026 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50645/526662,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,21.0,34,27,PHRF - Spinnaker Division 4 - Warning Signal 13:20,3.0,FINISHED,1:17:44:51,2:00:59:33,07/27/2024 @ 14:24:33 (GMT-05:00),random,Random,USA 51362,Sabre 362,36 Ft,Robert Millstein,Shattemuc Yacht Club,"Briarcliff Manor, NY, USA",PHRF,ToD / ToT,126.0,126.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50645/525670,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,24.0,34,27,PHRF - Spinnaker Division 4 - Warning Signal 13:20,4.0,FINISHED,2:01:12:45,2:09:08:51,07/27/2024 @ 22:33:51 (GMT-05:00),aboysdream,A Boy's Dream,USA 63474,Laser 28,28,John Stephenson,Kingston Sailing Club,"New Paltz, NY, USA",PHRF,ToD / ToT,138.0,138.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/295317,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,,34,27,PHRF - Spinnaker Division 4 - Warning Signal 13:20,5.0,RET,,2:01:28:04,07/27/2024 @ 14:53:04 (GMT-05:00),maestrale,Maestrale,113,Tartan 10,33 Ft,Rad Kurek,PSCNY / CIYC,"Middle Village, New York, USA",PHRF,ToD / ToT,120.0,120.0,2025,2024 Around Long Island Regatta; 2025 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50029/510938,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,6.0,34,27,PHRF - Doublehanded Division 5 - Warning Signal 13:30,1.0,FINISHED,1:11:39:50,1:13:54:23,07/27/2024 @ 03:29:23 (GMT-05:00),abilyn,Abilyn,USA 25559,J 120,40 Ft,Josh Reisberg,Sea Cliff YC / Storm Trysail Club,"Sea Cliff, NY, USA",PHRF,ToD / ToT,39.0,39.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta; 2026 Storm Trysail Club Block Island Race; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/528412,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",368042460,368042460,ABILYN,Not provided in export,Sailing,13.0,4.0,,Not provided in export,2026-09-04T11:30:46.363Z,2026-09-05T12:26:08.163Z,2551.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,9.0,34,27,PHRF - Doublehanded Division 5 - Warning Signal 13:30,2.0,FINISHED,1:12:41:50,1:16:39:53,07/27/2024 @ 06:14:53 (GMT-05:00),thinman,Thin Man,USA 24,J/99,32.6 Ft,Todd Aven,City Island Yacht Club / Storm Trysail Club,"Brooklyn, NY, USA",PHRF,ToD / ToT,69.0,72.0,2026,2024 Around Long Island Regatta; 2024 Storm Trysail Club Block Island Race; 2024 Vineyard Race; 2025 Storm Trysail Club Block Island Race; 2025 Vineyard Race; 2026 Around Long Island Regatta; 2026 Storm Trysail Club Block Island Race; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/522327,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",368114910,368114910,THIN MAN,Not provided in export,Sailing,10.0,4.0,,Not provided in export,2026-09-04T12:42:09.782Z,2026-09-05T12:28:11.623Z,2454.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,22.0,34,27,PHRF - Doublehanded Division 5 - Warning Signal 13:30,3.0,FINISHED,1:20:33:18,2:01:33:27,07/27/2024 @ 15:08:27 (GMT-05:00),ranger,Ranger,USA 61683,J40,40,Paul Kekalos,BYC / PBSA,"New York, NY, USA",PHRF,ToD / ToT,87.0,87.0,2024,2024 Around Long Island Regatta,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/16423/295976,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338502442; 367106960,338502442; 367106960,RANGER,Not provided in export,Pleasure,13.0,4.0,,Not provided in export,2026-09-04T15:54:37.815Z,2026-09-07T13:32:34.436Z,1045.0,Low,"Exact normalized name matched multiple AIS MMSIs; verify using dimensions, owner, or callsign.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,,34,27,PHRF - Doublehanded Division 5 - Warning Signal 13:30,4.0,DNS,,0:00:00:00,,terranova,Terra Nova,0127,Hunter 33,33 Ft,Alexander Malochka,none,"Brooklyn, NY, USA",PHRF,ToD / ToT,159.0,159.0,2025,2024 Around Long Island Regatta; 2024 Vineyard Race; 2025 Around Long Island Regatta; 2025 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50111/510427,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",,,,,,,,,,,,,,,
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,,34,27,PHRF - Doublehanded Division 5 - Warning Signal 13:30,5.0,RET,,2:05:16:09,07/27/2024 @ 18:51:09 (GMT-05:00),halvemaen,Halve Maen,USA 075,TARTAN 33,34 Ft,Walther van Stipriaan,UCYC - Unqua Corinthian Yacht Club,"AMITYVILLE, NY, USA",PHRF,ToD / ToT,162.0,156.0,2026,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2026 Around Long Island Regatta; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/529369,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338433326; 338563588,338433326; 338563588,HALVE MAEN,Not provided in export,Pleasure,10.0,3.0,,Not provided in export,2026-09-04T15:45:08.303Z,2026-09-05T17:19:43.499Z,1673.0,Low,"Exact normalized name matched multiple AIS MMSIs; verify using dimensions, owner, or callsign.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,3.0,34,27,PHRF - Spinnaker Division 6 - Warning Signal 13:40,1.0,FINISHED,1:10:41:29,1:16:33:23,07/27/2024 @ 06:18:23 (GMT-05:00),soundsgreat,Sound's Great,USA 60665,Jeanneau 409,40,Barry Lenoble,"MSSA, MSYC","Selden, NY, USA",PHRF,ToD / ToT,102.0,102.0,2025,2024 Around Long Island Regatta; 2025 Around Long Island Regatta; 2025 Storm Trysail Club Block Island Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50032/505609,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338226417,338226417,SOUNDS GREAT,Not provided in export,Sailing,12.0,4.0,,Not provided in export,2026-09-04T19:26:32.539Z,2026-09-04T19:58:32.78Z,31.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
16423,Around Long Island Regatta,2024,"July 25 - 29, 2024",2\. Around Long Island - Spinnaker Racing | PHRF Division,2\. Around Long Island - Spinnaker Racing,PHRF Division,4.0,34,27,PHRF - Spinnaker Division 6 - Warning Signal 13:40,2.0,FINISHED,1:11:02:21,1:16:33:33,07/27/2024 @ 06:18:33 (GMT-05:00),yankeeboy,Yankee Boy,USA 52524,Swan 411,41 Ft,Duncan McKay,Stamford Yacht Club,"Stamford, CT, USA",PHRF,ToD / ToT,96.0,102.0,2026,2024 Around Long Island Regatta; 2024 Storm Trysail Club Block Island Race; 2024 Vineyard Race; 2026 Vineyard Race,,,Not identified from public sources reviewed,,,,https://yachtscoring.com/event_results_detail/16423/1,https://yachtscoring.com/event_scratch_sheet/16423,https://yachtscoring.com/boatdetail/50775/529594,"Overall fleet rank and size come from YachtScoring Race 1 detailed results. The overall fleet is the source-defined racing circle plus rating division, not the individual class.",338356893,338356893,YANKEE BOY,Not provided in export,Sailing,13.0,4.0,,Not provided in export,2026-09-04T15:45:03.927Z,2026-09-05T12:53:49.046Z,2723.0,High,"Exact normalized name match, compatible AIS vessel type, and compatible reported length.",Attached AIS_EVENTS_RAW.csv
